Frequency,MTF,NPS,NPSFit,DQE
0.325782,0.864368,0.103606,0.101028,0.661245
0.326321,0.864166,0.100206,0.101123,0.660313
0.326861,0.863964,0.101935,0.10122,0.659377
0.3274,0.863762,0.101674,0.101315,0.658446
0.32794,0.86356,0.097814,0.101409,0.657527
0.328479,0.863357,0.106221,0.1015,0.656631
0.329018,0.863154,0.105437,0.101586,0.655766
0.329558,0.862951,0.097091,0.101666,0.654942
0.330097,0.862748,0.09857,0.101739,0.654165
0.330636,0.862544,0.101272,0.101803,0.653446
0.331176,0.86234,0.101787,0.101857,0.652792
0.331715,0.862136,0.100784,0.101899,0.652209
0.332255,0.861932,0.098255,0.101932,0.651691
0.332794,0.861728,0.10743,0.101955,0.651234
0.333333,0.861523,0.105715,0.10197,0.650832
0.333873,0.861318,0.099104,0.101976,0.650482
0.334412,0.861112,0.100758,0.101975,0.650176
0.334951,0.860907,0.098705,0.101968,0.649911
0.335491,0.860701,0.103839,0.101956,0.649682
0.33603,0.860496,0.100252,0.101938,0.649483
0.33657,0.860289,0.101794,0.101916,0.64931
0.337109,0.860083,0.100624,0.101891,0.649158
0.337648,0.859876,0.104667,0.101864,0.649022
0.338188,0.85967,0.103967,0.101834,0.648897
0.338727,0.859462,0.103034,0.101804,0.648777
0.339266,0.859255,0.100989,0.101773,0.648659
0.339806,0.859048,0.099059,0.101743,0.648538
0.340345,0.85884,0.103007,0.101715,0.648408
0.340885,0.858632,0.100618,0.101688,0.648264
0.341424,0.858423,0.101773,0.101664,0.648102
0.341963,0.858215,0.102264,0.101644,0.647917
0.342503,0.858006,0.100871,0.101627,0.647708
0.343042,0.857797,0.104461,0.101613,0.647479
0.343581,0.857588,0.095975,0.101603,0.647229
0.344121,0.857379,0.099643,0.101595,0.646962
0.34466,0.857169,0.098903,0.10159,0.646678
0.3452,0.856959,0.103672,0.101587,0.64638
0.345739,0.856749,0.103127,0.101586,0.646068
0.346278,0.856539,0.107785,0.101587,0.645746
0.346818,0.856328,0.102954,0.10159,0.645414
0.347357,0.856118,0.10084,0.101593,0.645075
0.347896,0.855906,0.101315,0.101597,0.64473
0.348436,0.855695,0.102842,0.101602,0.64438
0.348975,0.855484,0.100706,0.101607,0.644028
0.349515,0.855272,0.106254,0.101613,0.643676
0.350054,0.85506,0.100366,0.101618,0.643324
0.350593,0.854848,0.096921,0.101623,0.642975
0.351133,0.854636,0.102982,0.101627,0.64263
0.351672,0.854423,0.101186,0.10163,0.642291
0.352211,0.85421,0.102241,0.101631,0.64196
0.352751,0.853997,0.10205,0.101632,0.641638
0.35329,0.853784,0.103681,0.101631,0.641325
0.35383,0.85357,0.097218,0.101628,0.641019
0.354369,0.853357,0.097171,0.101625,0.640719
0.354908,0.853143,0.102473,0.101621,0.640425
0.355448,0.852928,0.104469,0.101616,0.640135
0.355987,0.852714,0.095559,0.10161,0.639848
0.356526,0.852499,0.102227,0.101604,0.639563
0.357066,0.852284,0.09975,0.101598,0.63928
0.357605,0.852069,0.102842,0.101592,0.638996
0.358145,0.851854,0.104361,0.101586,0.638712
0.358684,0.851638,0.101124,0.10158,0.638426
0.359223,0.851423,0.102764,0.101574,0.638137
0.359763,0.851207,0.101759,0.101569,0.637843
0.360302,0.85099,0.106412,0.101565,0.637545
0.360841,0.850774,0.100092,0.101562,0.63724
0.361381,0.850557,0.101768,0.10156,0.636928
0.36192,0.85034,0.104983,0.101559,0.636608
0.36246,0.850123,0.099711,0.10156,0.636279
0.362999,0.849906,0.107625,0.101562,0.63594
0.363538,0.849688,0.094821,0.101566,0.635589
0.364078,0.84947,0.10258,0.101572,0.635229
0.364617,0.849252,0.100979,0.101579,0.63486
0.365156,0.849034,0.101339,0.101586,0.634485
0.365696,0.848816,0.103,0.101595,0.634106
0.366235,0.848597,0.101637,0.101604,0.633724
0.366775,0.848378,0.101906,0.101613,0.633342
0.367314,0.848159,0.101128,0.101621,0.632961
0.367853,0.847939,0.102744,0.101629,0.632583
0.368393,0.84772,0.102537,0.101637,0.63221
0.368932,0.8475,0.09926,0.101643,0.631844
0.369471,0.84728,0.098631,0.101647,0.631487
0.370011,0.847059,0.100054,0.10165,0.631141
0.37055,0.846839,0.100267,0.101651,0.630806
0.37109,0.846618,0.102481,0.10165,0.630486
0.371629,0.846397,0.100016,0.101646,0.630183
0.372168,0.846176,0.10095,0.101639,0.629897
0.372708,0.845955,0.103356,0.101628,0.629631
0.373247,0.845733,0.098439,0.101615,0.629387
0.373786,0.845511,0.102103,0.101597,0.629166
0.374326,0.845289,0.099756,0.101575,0.628971
0.374865,0.845067,0.099235,0.101549,0.628801
0.375405,0.844844,0.103874,0.10152,0.628652
0.375944,0.844622,0.10412,0.101487,0.628521
0.376483,0.844399,0.105395,0.101453,0.628404
0.377023,0.844175,0.101689,0.101416,0.628296
0.377562,0.843952,0.10274,0.101379,0.628193
0.378101,0.843728,0.10049,0.101342,0.628091
0.378641,0.843505,0.100418,0.101305,0.627986
0.37918,0.84328,0.103094,0.10127,0.627873
0.37972,0.843056,0.103419,0.101236,0.627749
0.380259,0.842832,0.098687,0.101204,0.62761
0.380798,0.842607,0.106376,0.101176,0.62745
0.381338,0.842382,0.102425,0.101152,0.627268
0.381877,0.842157,0.097688,0.101132,0.627056
0.382416,0.841932,0.100411,0.101117,0.626813
0.382956,0.841706,0.104535,0.101108,0.626534
0.383495,0.84148,0.102567,0.101105,0.626214
0.384035,0.841254,0.098653,0.101109,0.62585
0.384574,0.841028,0.099327,0.101122,0.625437
0.385113,0.840801,0.095991,0.101142,0.624972
0.385653,0.840575,0.09974,0.101172,0.62445
0.386192,0.840348,0.099878,0.101211,0.623872
0.386731,0.840121,0.10394,0.101259,0.623242
0.387271,0.839893,0.100707,0.101314,0.622569
0.38781,0.839666,0.099657,0.101375,0.621856
0.38835,0.839438,0.100918,0.101441,0.62111
0.388889,0.83921,0.104969,0.101513,0.620338
0.389428,0.838982,0.103169,0.101587,0.619545
0.389968,0.838753,0.102006,0.101665,0.618737
0.390507,0.838524,0.100204,0.101743,0.61792
0.391046,0.838296,0.103075,0.101823,0.6171
0.391586,0.838067,0.101424,0.101902,0.616282
0.392125,0.837837,0.096361,0.10198,0.615473
0.392665,0.837608,0.100417,0.102056,0.614678
0.393204,0.837378,0.10441,0.102129,0.613903
0.393743,0.837148,0.102992,0.102198,0.613153
0.394283,0.836918,0.107644,0.102262,0.612434
0.394822,0.836687,0.102711,0.102319,0.611752
0.395361,0.836457,0.10178,0.10237,0.611111
0.395901,0.836226,0.104818,0.102413,0.610518
0.39644,0.835995,0.10287,0.102447,0.609978
0.39698,0.835763,0.102755,0.102471,0.609495
0.397519,0.835532,0.102247,0.102485,0.609075
0.398058,0.8353,0.099865,0.102489,0.608714
0.398598,0.835068,0.10044,0.102484,0.608405
0.399137,0.834836,0.101348,0.102471,0.608145
0.399676,0.834604,0.105733,0.10245,0.60793
0.400216,0.834371,0.105082,0.102423,0.607753
0.400755,0.834138,0.101951,0.10239,0.607611
0.401294,0.833905,0.102603,0.102352,0.607499
0.401834,0.833672,0.1,0.102309,0.607412
0.402373,0.833438,0.09933,0.102263,0.607345
0.402913,0.833205,0.101979,0.102214,0.607294
0.403452,0.832971,0.099609,0.102164,0.607255
0.403991,0.832737,0.105171,0.102112,0.607221
0.404531,0.832502,0.102663,0.10206,0.607188
0.40507,0.832268,0.101893,0.102008,0.607153
0.405609,0.832033,0.102039,0.101958,0.60711
0.406149,0.831798,0.102372,0.10191,0.607054
0.406688,0.831563,0.102122,0.101864,0.606981
0.407228,0.831327,0.101264,0.101823,0.606885
0.407767,0.831092,0.101167,0.101786,0.606763
0.408306,0.830856,0.10073,0.101754,0.606609
0.408846,0.83062,0.103407,0.101728,0.606418
0.409385,0.830384,0.100007,0.101708,0.60619
0.409924,0.830147,0.100414,0.101695,0.605925
0.410464,0.829911,0.103663,0.101687,0.605625
0.411003,0.829674,0.101997,0.101685,0.605293
0.411543,0.829436,0.099723,0.101688,0.60493
0.412082,0.829199,0.101648,0.101695,0.604539
0.412621,0.828961,0.103088,0.101707,0.60412
0.413161,0.828724,0.099817,0.101724,0.603677
0.4137,0.828486,0.099858,0.101744,0.603211
0.414239,0.828247,0.103063,0.101767,0.602724
0.414779,0.828009,0.102228,0.101794,0.602219
0.415318,0.82777,0.099376,0.101824,0.601697
0.415858,0.827532,0.102502,0.101856,0.601159
0.416397,0.827293,0.105526,0.10189,0.600609
0.416936,0.827053,0.104402,0.101927,0.600047
0.417476,0.826814,0.103543,0.101965,0.599477
0.418015,0.826574,0.106095,0.102004,0.598899
0.418554,0.826334,0.102289,0.102044,0.598316
0.419094,0.826094,0.103072,0.102085,0.597729
0.419633,0.825854,0.100573,0.102126,0.597141
0.420173,0.825613,0.102184,0.102167,0.596553
0.420712,0.825372,0.104664,0.102208,0.595968
0.421251,0.825131,0.099088,0.102248,0.595386
0.421791,0.82489,0.101704,0.102287,0.594808
0.42233,0.824648,0.099199,0.102326,0.594236
0.422869,0.824407,0.101945,0.102364,0.593669
0.423409,0.824165,0.099588,0.1024,0.593108
0.423948,0.823923,0.104645,0.102436,0.592555
0.424488,0.823681,0.104481,0.10247,0.592009
0.425027,0.823438,0.103185,0.102503,0.591471
0.425566,0.823195,0.104,0.102534,0.590942
0.426106,0.822953,0.098399,0.102564,0.590423
0.426645,0.82271,0.10136,0.102591,0.589914
0.427184,0.822466,0.100541,0.102617,0.589416
0.427724,0.822223,0.100462,0.102641,0.58893
0.428263,0.821979,0.102044,0.102663,0.588456
0.428803,0.821735,0.104188,0.102683,0.587994
0.429342,0.821491,0.100868,0.1027,0.587546
0.429881,0.821246,0.101647,0.102715,0.587112
0.430421,0.821002,0.104728,0.102727,0.586692
0.43096,0.820757,0.105055,0.102736,0.586288
0.431499,0.820512,0.104402,0.102743,0.5859
0.432039,0.820266,0.104903,0.102747,0.585528
0.432578,0.820021,0.100528,0.102748,0.585174
0.433118,0.819775,0.099727,0.102745,0.584837
0.433657,0.819529,0.101636,0.10274,0.584518
0.434196,0.819283,0.104846,0.102731,0.584215
0.434736,0.819037,0.105232,0.10272,0.583927
0.435275,0.81879,0.101924,0.102706,0.583653
0.435814,0.818544,0.101709,0.10269,0.583394
0.436354,0.818297,0.104743,0.102672,0.583147
0.436893,0.81805,0.102702,0.102651,0.582912
0.437433,0.817802,0.106338,0.102628,0.582688
0.437972,0.817554,0.101541,0.102604,0.582474
0.438511,0.817307,0.105234,0.102578,0.58227
0.439051,0.817059,0.100397,0.10255,0.582074
0.43959,0.81681,0.099712,0.102521,0.581886
0.440129,0.816562,0.102759,0.10249,0.581704
0.440669,0.816313,0.10377,0.102459,0.581529
0.441208,0.816065,0.101543,0.102426,0.581359
0.441748,0.815815,0.100497,0.102393,0.581192
0.442287,0.815566,0.101332,0.102359,0.581029
0.442826,0.815317,0.104096,0.102325,0.580869
0.443366,0.815067,0.103839,0.10229,0.580711
0.443905,0.814817,0.104119,0.102255,0.580553
0.444444,0.814567,0.100769,0.10222,0.580395
0.444984,0.814317,0.100903,0.102185,0.580237
0.445523,0.814066,0.102144,0.102151,0.580076
0.446063,0.813815,0.102938,0.102116,0.579913
0.446602,0.813564,0.102612,0.102083,0.579748
0.447141,0.813313,0.102829,0.102049,0.579579
0.447681,0.813062,0.102189,0.102017,0.579406
0.44822,0.81281,0.101534,0.101985,0.579228
0.448759,0.812558,0.099473,0.101954,0.579045
0.449299,0.812306,0.101688,0.101924,0.578857
0.449838,0.812054,0.101422,0.101895,0.578661
0.450378,0.811802,0.102578,0.101867,0.578459
0.450917,0.811549,0.100219,0.101841,0.578249
0.451456,0.811296,0.102111,0.101816,0.578031
0.451996,0.811043,0.100986,0.101792,0.577805
0.452535,0.81079,0.100289,0.10177,0.577569
0.453074,0.810536,0.098855,0.10175,0.577322
0.453614,0.810282,0.101267,0.101731,0.577066
0.454153,0.810029,0.102609,0.101715,0.576798
0.454693,0.809774,0.098935,0.1017,0.576519
0.455232,0.80952,0.104047,0.101688,0.576227
0.455771,0.809266,0.102522,0.101678,0.575923
0.456311,0.809011,0.103345,0.10167,0.575604
0.45685,0.808756,0.104096,0.101664,0.575273
0.457389,0.808501,0.104044,0.101661,0.574926
0.457929,0.808245,0.105312,0.101661,0.574564
0.458468,0.80799,0.103962,0.101663,0.574188
0.459008,0.807734,0.103357,0.101668,0.573796
0.459547,0.807478,0.104153,0.101676,0.573389
0.460086,0.807221,0.10343,0.101686,0.572967
0.460626,0.806965,0.100758,0.101699,0.572531
0.461165,0.806708,0.099063,0.101715,0.572079
0.461704,0.806452,0.098592,0.101733,0.571614
0.462244,0.806195,0.099589,0.101753,0.571133
0.462783,0.805937,0.100021,0.101777,0.570638
0.463323,0.80568,0.103953,0.101803,0.570129
0.463862,0.805422,0.103212,0.101831,0.569605
0.464401,0.805164,0.102119,0.101862,0.569067
0.464941,0.804906,0.098775,0.101895,0.568516
0.46548,0.804648,0.101307,0.101932,0.56795
0.466019,0.804389,0.099805,0.10197,0.56737
0.466559,0.80413,0.101606,0.102011,0.566777
0.467098,0.803871,0.103215,0.102055,0.56617
0.467638,0.803612,0.101681,0.102101,0.56555
0.468177,0.803353,0.099322,0.102149,0.564916
0.468716,0.803093,0.099259,0.102201,0.564269
0.469256,0.802834,0.096701,0.102254,0.563608
0.469795,0.802574,0.100418,0.10231,0.562935
0.470334,0.802313,0.104119,0.102368,0.562249
0.470874,0.802053,0.104639,0.102429,0.561551
0.471413,0.801792,0.10166,0.102492,0.560841
0.471953,0.801531,0.103697,0.102557,0.560123
0.472492,0.801271,0.101157,0.102623,0.559399
0.473031,0.801009,0.101927,0.10269,0.55867
0.473571,0.800748,0.103779,0.102757,0.557938
0.47411,0.800486,0.106315,0.102825,0.557205
0.474649,0.800224,0.104994,0.102893,0.556473
0.475189,0.799962,0.102896,0.102961,0.555744
0.475728,0.7997,0.103765,0.103027,0.555021
0.476268,0.799438,0.106879,0.103093,0.554304
0.476807,0.799175,0.102033,0.103157,0.553595
0.477346,0.798912,0.10082,0.103219,0.552898
0.477886,0.798649,0.10365,0.103279,0.552212
0.478425,0.798385,0.106649,0.103337,0.55154
0.478964,0.798122,0.108127,0.103391,0.550885
0.479504,0.797858,0.105652,0.103443,0.550247
0.480043,0.797594,0.101926,0.103491,0.549629
0.480583,0.79733,0.105898,0.103535,0.549032
0.481122,0.797066,0.103996,0.103574,0.548458
0.481661,0.796801,0.104812,0.103609,0.547909
0.482201,0.796536,0.104002,0.103639,0.547387
0.48274,0.796271,0.10145,0.103664,0.546892
0.483279,0.796006,0.106281,0.103683,0.546429
0.483819,0.795741,0.101676,0.103696,0.545996
0.484358,0.795475,0.101761,0.103703,0.545593
0.484898,0.795209,0.104531,0.103705,0.545217
0.485437,0.794943,0.103369,0.103703,0.544865
0.485976,0.794677,0.104934,0.103696,0.544534
0.486516,0.794411,0.099046,0.103686,0.544223
0.487055,0.794144,0.108176,0.103672,0.543929
0.487594,0.793877,0.104727,0.103656,0.543649
0.488134,0.79361,0.103581,0.103638,0.54338
0.488673,0.793343,0.101438,0.103617,0.54312
0.489213,0.793075,0.107885,0.103596,0.542867
0.489752,0.792808,0.102787,0.103574,0.542618
0.490291,0.79254,0.100027,0.103551,0.54237
0.490831,0.792272,0.101345,0.103528,0.542121
0.49137,0.792003,0.0976,0.103506,0.541869
0.491909,0.791735,0.098914,0.103486,0.54161
0.492449,0.791466,0.102998,0.103466,0.541343
0.492988,0.791197,0.101856,0.103449,0.541065
0.493528,0.790928,0.098467,0.103435,0.540773
0.494067,0.790659,0.100267,0.103423,0.540465
0.494606,0.790389,0.102587,0.103415,0.540139
0.495146,0.79012,0.101893,0.103411,0.539791
0.495685,0.78985,0.103461,0.103411,0.53942
0.496224,0.789579,0.103786,0.103417,0.539023
0.496764,0.789309,0.105491,0.103428,0.538598
0.497303,0.789038,0.108233,0.103444,0.538144
0.497842,0.788768,0.105599,0.103465,0.537664
0.498382,0.788497,0.10542,0.103491,0.537159
0.498921,0.788225,0.102953,0.103522,0.536633
0.499461,0.787954,0.101324,0.103556,0.536087
0.5,0.787683,0.108238,0.103593,0.535525
0.500539,0.787411,0.105746,0.103633,0.534948
0.501079,0.787139,0.106233,0.103675,0.534359
0.501618,0.786866,0.106872,0.10372,0.533761
0.502158,0.786594,0.104709,0.103766,0.533155
0.502697,0.786321,0.10578,0.103813,0.532545
0.503236,0.786048,0.103908,0.10386,0.531931
0.503776,0.785776,0.108315,0.103908,0.531318
0.504315,0.785502,0.104216,0.103956,0.530706
0.504854,0.785229,0.102982,0.104002,0.530099
0.505394,0.784955,0.104009,0.104048,0.529498
0.505933,0.784681,0.103552,0.104091,0.528906
0.506472,0.784407,0.102468,0.104133,0.528325
0.507012,0.784133,0.105432,0.104172,0.527757
0.507551,0.783859,0.103566,0.104208,0.527205
0.508091,0.783584,0.104388,0.104241,0.526671
0.50863,0.783309,0.104129,0.10427,0.526156
0.509169,0.783034,0.105126,0.104294,0.525664
0.509709,0.782759,0.102841,0.104314,0.525195
0.510248,0.782483,0.103633,0.104328,0.524754
0.510787,0.782207,0.102145,0.104337,0.524339
0.511327,0.781931,0.103669,0.104341,0.523949
0.511866,0.781655,0.102386,0.10434,0.523583
0.512406,0.781379,0.102839,0.104335,0.523237
0.512945,0.781103,0.106664,0.104327,0.522911
0.513484,0.780826,0.100803,0.104314,0.522602
0.514024,0.780549,0.10243,0.104299,0.522309
0.514563,0.780272,0.100978,0.104281,0.522028
0.515103,0.779994,0.104504,0.104261,0.521759
0.515642,0.779717,0.102896,0.104238,0.521499
0.516181,0.779439,0.104999,0.104214,0.521248
0.516721,0.779161,0.104831,0.104189,0.521001
0.51726,0.778883,0.103542,0.104163,0.520759
0.517799,0.778605,0.099338,0.104137,0.520518
0.518339,0.778326,0.104628,0.104111,0.520278
0.518878,0.778047,0.108798,0.104085,0.520035
0.519417,0.777768,0.105922,0.104059,0.519788
0.519957,0.777489,0.106116,0.104035,0.519536
0.520496,0.77721,0.107567,0.104012,0.519276
0.521036,0.77693,0.106388,0.103992,0.519006
0.521575,0.77665,0.104025,0.103973,0.518725
0.522114,0.77637,0.105867,0.103957,0.51843
0.522654,0.77609,0.103486,0.103944,0.51812
0.523193,0.77581,0.10464,0.103935,0.517793
0.523732,0.775529,0.101505,0.103929,0.517447
0.524272,0.775248,0.099091,0.103928,0.51708
0.524811,0.774967,0.104166,0.10393,0.516694
0.525351,0.774686,0.104874,0.103936,0.51629
0.52589,0.774405,0.103439,0.103945,0.515869
0.526429,0.774123,0.106057,0.103957,0.515433
0.526969,0.773841,0.102096,0.103972,0.514983
0.527508,0.773559,0.107384,0.10399,0.514522
0.528047,0.773277,0.103232,0.104009,0.51405
0.528587,0.772995,0.104801,0.10403,0.51357
0.529126,0.772712,0.104328,0.104053,0.513082
0.529666,0.772429,0.103389,0.104077,0.512588
0.530205,0.772146,0.103738,0.104102,0.51209
0.530744,0.771863,0.100856,0.104128,0.511589
0.531284,0.771579,0.105193,0.104153,0.511086
0.531823,0.771296,0.106175,0.104179,0.510584
0.532362,0.771012,0.102989,0.104205,0.510084
0.532902,0.770728,0.10208,0.10423,0.509586
0.533441,0.770444,0.102709,0.104254,0.509094
0.533981,0.770159,0.105629,0.104276,0.508607
0.53452,0.769875,0.105965,0.104298,0.508128
0.535059,0.76959,0.10274,0.104317,0.507657
0.535599,0.769305,0.104176,0.104334,0.507197
0.536138,0.769019,0.106044,0.104349,0.506749
0.536677,0.768734,0.104446,0.104361,0.506314
0.537217,0.768448,0.103929,0.10437,0.505894
0.537756,0.768162,0.103844,0.104376,0.50549
0.538296,0.767876,0.103211,0.104378,0.505103
0.538835,0.76759,0.10467,0.104377,0.504732
0.539374,0.767303,0.106217,0.104373,0.504376
0.539914,0.767017,0.101242,0.104366,0.504033
0.540453,0.76673,0.103609,0.104356,0.503703
0.540992,0.766443,0.106469,0.104344,0.503383
0.541532,0.766156,0.105527,0.10433,0.503072
0.542071,0.765868,0.104507,0.104315,0.502769
0.542611,0.76558,0.103633,0.104298,0.502472
0.54315,0.765292,0.104871,0.10428,0.50218
0.543689,0.765004,0.104698,0.104261,0.501893
0.544229,0.764716,0.104763,0.104242,0.501608
0.544768,0.764428,0.106973,0.104223,0.501324
0.545307,0.764139,0.101184,0.104203,0.501039
0.545847,0.76385,0.104965,0.104184,0.500753
0.546386,0.763561,0.102601,0.104165,0.500464
0.546926,0.763272,0.104982,0.104147,0.500171
0.547465,0.762982,0.107961,0.10413,0.499872
0.548004,0.762693,0.101019,0.104115,0.499565
0.548544,0.762403,0.101351,0.104102,0.499251
0.549083,0.762113,0.101945,0.10409,0.498926
0.549622,0.761822,0.104994,0.104081,0.498591
0.550162,0.761532,0.103324,0.104074,0.498244
0.550701,0.761241,0.101472,0.10407,0.497882
0.551241,0.76095,0.108646,0.104069,0.497506
0.55178,0.760659,0.108423,0.104072,0.497113
0.552319,0.760368,0.106162,0.104078,0.496703
0.552859,0.760076,0.1057,0.104088,0.496275
0.553398,0.759785,0.102817,0.104101,0.495831
0.553937,0.759493,0.105205,0.104117,0.495372
0.554477,0.759201,0.102945,0.104137,0.494899
0.555016,0.758908,0.102513,0.104159,0.494413
0.555556,0.758616,0.104756,0.104183,0.493916
0.556095,0.758323,0.104749,0.10421,0.493408
0.556634,0.75803,0.105882,0.104239,0.492891
0.557174,0.757737,0.099916,0.104269,0.492365
0.557713,0.757444,0.104255,0.104301,0.491833
0.558252,0.757151,0.101916,0.104335,0.491295
0.558792,0.756857,0.103523,0.104369,0.490752
0.559331,0.756563,0.104731,0.104404,0.490206
0.559871,0.756269,0.102423,0.10444,0.489657
0.56041,0.755975,0.10318,0.104476,0.489107
0.560949,0.75568,0.106617,0.104512,0.488557
0.561489,0.755386,0.104439,0.104548,0.488008
0.562028,0.755091,0.103542,0.104584,0.487461
0.562567,0.754796,0.107457,0.104619,0.486916
0.563107,0.7545,0.101935,0.104653,0.486376
0.563646,0.754205,0.10514,0.104686,0.485842
0.564186,0.753909,0.105302,0.104718,0.485314
0.564725,0.753613,0.105748,0.104749,0.484793
0.565264,0.753317,0.104239,0.104777,0.48428
0.565804,0.753021,0.102991,0.104803,0.483778
0.566343,0.752725,0.107003,0.104828,0.483285
0.566882,0.752428,0.104175,0.104849,0.482805
0.567422,0.752131,0.107925,0.104868,0.482336
0.567961,0.751834,0.106078,0.104885,0.481878
0.568501,0.751537,0.101348,0.104899,0.481431
0.56904,0.751239,0.108498,0.104912,0.480995
0.569579,0.750942,0.10292,0.104922,0.480568
0.570119,0.750644,0.105143,0.104929,0.480151
0.570658,0.750346,0.103505,0.104935,0.479742
0.571197,0.750048,0.103523,0.104939,0.479343
0.571737,0.749749,0.109665,0.104942,0.478951
0.572276,0.749451,0.101372,0.104942,0.478567
0.572816,0.749152,0.106323,0.104941,0.47819
0.573355,0.748853,0.104754,0.104938,0.477821
0.573894,0.748554,0.103595,0.104934,0.477457
0.574434,0.748254,0.107059,0.104929,0.4771
0.574973,0.747955,0.103042,0.104922,0.476749
0.575512,0.747655,0.106544,0.104915,0.476402
0.576052,0.747355,0.10642,0.104906,0.47606
0.576591,0.747055,0.109989,0.104896,0.475723
0.577131,0.746754,0.106137,0.104885,0.475389
0.57767,0.746454,0.104584,0.104873,0.47506
0.578209,0.746153,0.100596,0.104861,0.474733
0.578749,0.745852,0.105698,0.104848,0.474409
0.579288,0.745551,0.104788,0.104834,0.474087
0.579827,0.74525,0.101629,0.10482,0.473767
0.580367,0.744948,0.102711,0.104806,0.473448
0.580906,0.744646,0.102359,0.104791,0.473131
0.581446,0.744344,0.10578,0.104776,0.472815
0.581985,0.744042,0.107216,0.104762,0.472498
0.582524,0.74374,0.104756,0.104746,0.472182
0.583064,0.743437,0.104022,0.104731,0.471866
0.583603,0.743134,0.10139,0.104716,0.47155
0.584142,0.742832,0.103886,0.104701,0.471233
0.584682,0.742529,0.105474,0.104686,0.470916
0.585221,0.742225,0.105239,0.104671,0.470598
0.585761,0.741922,0.107519,0.104657,0.47028
0.5863,0.741618,0.103249,0.104642,0.46996
0.586839,0.741314,0.101208,0.104628,0.46964
0.587379,0.74101,0.103601,0.104614,0.469318
0.587918,0.740706,0.10708,0.1046,0.468994
0.588457,0.740401,0.105024,0.104586,0.468669
0.588997,0.740097,0.104758,0.104573,0.468343
0.589536,0.739792,0.107013,0.10456,0.468014
0.590075,0.739487,0.103597,0.104548,0.467683
0.590615,0.739182,0.106439,0.104536,0.46735
0.591154,0.738876,0.105411,0.104525,0.467015
0.591694,0.738571,0.105215,0.104514,0.466677
0.592233,0.738265,0.105393,0.104504,0.466336
0.592772,0.737959,0.102471,0.104494,0.465992
0.593312,0.737653,0.102883,0.104485,0.465646
0.593851,0.737346,0.106294,0.104477,0.465296
0.594391,0.73704,0.106848,0.104469,0.464942
0.59493,0.736733,0.105609,0.104463,0.464586
0.595469,0.736426,0.107336,0.104457,0.464225
0.596009,0.736119,0.102809,0.104452,0.463861
0.596548,0.735811,0.105604,0.104447,0.463493
0.597087,0.735504,0.103102,0.104444,0.46312
0.597627,0.735196,0.10543,0.104441,0.462744
0.598166,0.734888,0.103392,0.10444,0.462363
0.598706,0.73458,0.106057,0.104439,0.461978
0.599245,0.734272,0.101751,0.10444,0.461588
0.599784,0.733963,0.101337,0.104441,0.461194
0.600324,0.733655,0.102538,0.104444,0.460795
0.600863,0.733346,0.102947,0.104447,0.460391
0.601402,0.733037,0.102635,0.104452,0.459983
0.601942,0.732727,0.104448,0.104458,0.459569
0.602481,0.732418,0.105571,0.104465,0.459151
0.60302,0.732108,0.100935,0.104473,0.458727
0.60356,0.731799,0.105284,0.104482,0.458298
0.604099,0.731489,0.108014,0.104492,0.457864
0.604639,0.731178,0.104807,0.104504,0.457425
0.605178,0.730868,0.103623,0.104517,0.45698
0.605717,0.730557,0.10212,0.104531,0.45653
0.606257,0.730247,0.105787,0.104547,0.456074
0.606796,0.729936,0.104624,0.104564,0.455613
0.607336,0.729624,0.104742,0.104582,0.455145
0.607875,0.729313,0.104336,0.104601,0.454672
0.608414,0.729002,0.10938,0.104622,0.454193
0.608954,0.72869,0.107996,0.104644,0.453708
0.609493,0.728378,0.102483,0.104668,0.453217
0.610032,0.728066,0.104366,0.104693,0.45272
0.610572,0.727754,0.103141,0.10472,0.452216
0.611111,0.727441,0.103677,0.104748,0.451706
0.61165,0.727128,0.104614,0.104778,0.45119
0.61219,0.726816,0.104786,0.104809,0.450668
0.612729,0.726502,0.105225,0.104842,0.45014
0.613269,0.726189,0.10737,0.104875,0.449607
0.613808,0.725876,0.10542,0.10491,0.44907
0.614347,0.725562,0.102752,0.104946,0.44853
0.614887,0.725249,0.105031,0.104982,0.447987
0.615426,0.724935,0.106519,0.105019,0.447441
0.615965,0.72462,0.106589,0.105056,0.446895
0.616505,0.724306,0.102269,0.105094,0.446348
0.617044,0.723992,0.105929,0.105131,0.445802
0.617584,0.723677,0.107497,0.105169,0.445256
0.618123,0.723362,0.104866,0.105206,0.444711
0.618662,0.723047,0.105955,0.105242,0.44417
0.619202,0.722731,0.105035,0.105278,0.44363
0.619741,0.722416,0.104731,0.105314,0.443095
0.620281,0.7221,0.108494,0.105348,0.442564
0.62082,0.721784,0.104266,0.105381,0.442038
0.621359,0.721469,0.105805,0.105413,0.441517
0.621899,0.721152,0.106523,0.105443,0.441003
0.622438,0.720836,0.102827,0.105472,0.440496
0.622977,0.720519,0.107313,0.105499,0.439996
0.623517,0.720203,0.104169,0.105524,0.439505
0.624056,0.719886,0.102382,0.105547,0.439023
0.624595,0.719569,0.102998,0.105568,0.438551
0.625135,0.719251,0.104113,0.105586,0.438088
0.625674,0.718934,0.10321,0.105602,0.437637
0.626214,0.718616,0.103345,0.105615,0.437197
0.626753,0.718298,0.1018,0.105624,0.436769
