Frequency,MTF,NPS,NPSFit,DQE
0.627292,0.71798,0.104992,0.105631,0.436355
0.627832,0.717662,0.106314,0.105635,0.435953
0.628371,0.717344,0.108988,0.105635,0.435564
0.62891,0.717025,0.106632,0.105633,0.435187
0.62945,0.716706,0.10699,0.105628,0.43482
0.629989,0.716387,0.10623,0.105621,0.434464
0.630529,0.716068,0.106436,0.105611,0.434118
0.631068,0.715749,0.105462,0.105598,0.433781
0.631607,0.715429,0.109202,0.105584,0.433452
0.632147,0.715109,0.109202,0.105568,0.433131
0.632686,0.714789,0.104097,0.10555,0.432817
0.633225,0.714469,0.107215,0.105531,0.43251
0.633765,0.714149,0.104575,0.10551,0.432208
0.634304,0.713829,0.103522,0.105488,0.431911
0.634844,0.713508,0.104809,0.105464,0.431618
0.635383,0.713187,0.105001,0.10544,0.431329
0.635922,0.712866,0.107921,0.105415,0.431043
0.636462,0.712545,0.103298,0.105389,0.430759
0.637001,0.712224,0.105959,0.105363,0.430478
0.63754,0.711902,0.103703,0.105337,0.430197
0.63808,0.711581,0.10707,0.105311,0.429916
0.638619,0.711259,0.106881,0.105284,0.429635
0.639159,0.710937,0.104637,0.105258,0.429353
0.639698,0.710615,0.10856,0.105232,0.42907
0.640237,0.710292,0.106297,0.105206,0.428784
0.640777,0.70997,0.10487,0.105182,0.428496
0.641316,0.709647,0.104155,0.105158,0.428203
0.641855,0.709324,0.104474,0.105135,0.427907
0.642395,0.709001,0.107929,0.105113,0.427606
0.642934,0.708677,0.106646,0.105093,0.427299
0.643474,0.708354,0.103213,0.105074,0.426986
0.644013,0.70803,0.10387,0.105056,0.426667
0.644552,0.707706,0.104216,0.10504,0.426342
0.645092,0.707382,0.104042,0.105026,0.42601
0.645631,0.707058,0.104945,0.105013,0.425672
0.64617,0.706734,0.102956,0.105002,0.425327
0.64671,0.706409,0.1046,0.104992,0.424976
0.647249,0.706084,0.105014,0.104984,0.424618
0.647789,0.70576,0.105899,0.104977,0.424253
0.648328,0.705434,0.104379,0.104972,0.423882
0.648867,0.705109,0.104119,0.104969,0.423505
0.649407,0.704784,0.102656,0.104968,0.42312
0.649946,0.704458,0.103199,0.104968,0.422729
0.650485,0.704132,0.105875,0.104969,0.422331
0.651025,0.703806,0.106286,0.104973,0.421926
0.651564,0.70348,0.103882,0.104978,0.421515
0.652104,0.703154,0.107481,0.104985,0.421096
0.652643,0.702827,0.104994,0.104993,0.420671
0.653182,0.702501,0.10218,0.105004,0.420239
0.653722,0.702174,0.103068,0.105016,0.419799
0.654261,0.701847,0.103161,0.10503,0.419353
0.6548,0.70152,0.103685,0.105045,0.4189
0.65534,0.701192,0.1054,0.105063,0.418439
0.655879,0.700865,0.104934,0.105082,0.417972
0.656419,0.700537,0.106143,0.105103,0.417498
0.656958,0.700209,0.110246,0.105126,0.417016
0.657497,0.699881,0.101252,0.105151,0.416527
0.658037,0.699553,0.111157,0.105177,0.416031
0.658576,0.699224,0.105907,0.105206,0.415528
0.659115,0.698895,0.106013,0.105236,0.415018
0.659655,0.698567,0.106534,0.105268,0.4145
0.660194,0.698238,0.106498,0.105302,0.413976
0.660734,0.697909,0.106692,0.105338,0.413447
0.661273,0.697579,0.104338,0.105375,0.412912
0.661812,0.69725,0.105348,0.105413,0.412373
0.662352,0.69692,0.107159,0.105452,0.411831
0.662891,0.69659,0.105967,0.105491,0.411286
0.66343,0.69626,0.105216,0.105532,0.41074
0.66397,0.69593,0.102429,0.105572,0.410193
0.664509,0.6956,0.104687,0.105613,0.409645
0.665049,0.695269,0.10456,0.105654,0.409098
0.665588,0.694939,0.104515,0.105695,0.408551
0.666127,0.694608,0.106764,0.105735,0.408007
0.666667,0.694277,0.104461,0.105775,0.407466
0.667206,0.693946,0.105184,0.105813,0.406928
0.667745,0.693614,0.105907,0.105851,0.406394
0.668285,0.693283,0.105986,0.105888,0.405865
0.668824,0.692951,0.107862,0.105923,0.405341
0.669364,0.692619,0.105574,0.105957,0.404824
0.669903,0.692287,0.103757,0.105989,0.404314
0.670442,0.691955,0.106217,0.106019,0.403812
0.670982,0.691622,0.105452,0.106047,0.403318
0.671521,0.69129,0.106557,0.106072,0.402833
0.67206,0.690957,0.105399,0.106095,0.402358
0.6726,0.690624,0.106047,0.106116,0.401893
0.673139,0.690291,0.105199,0.106133,0.40144
0.673679,0.689958,0.107071,0.106147,0.400999
0.674218,0.689624,0.107245,0.106158,0.40057
0.674757,0.689291,0.107043,0.106166,0.400155
0.675297,0.688957,0.105957,0.106169,0.399753
0.675836,0.688623,0.108299,0.106169,0.399366
0.676375,0.688289,0.10721,0.106165,0.398994
0.676915,0.687955,0.105523,0.106158,0.398635
0.677454,0.687621,0.105686,0.106147,0.398289
0.677994,0.687286,0.107611,0.106133,0.397954
0.678533,0.686951,0.106542,0.106116,0.39763
0.679072,0.686616,0.103928,0.106096,0.397315
0.679612,0.686281,0.106024,0.106074,0.397009
0.680151,0.685946,0.104044,0.10605,0.396711
0.68069,0.685611,0.106059,0.106025,0.396419
0.68123,0.685275,0.103758,0.105997,0.396133
0.681769,0.684939,0.1043,0.105969,0.395852
0.682308,0.684603,0.103919,0.105939,0.395574
0.682848,0.684267,0.106843,0.105909,0.395299
0.683387,0.683931,0.10477,0.105878,0.395026
0.683927,0.683595,0.106368,0.105847,0.394754
0.684466,0.683258,0.108683,0.105816,0.394481
0.685005,0.682921,0.105267,0.105785,0.394208
0.685545,0.682585,0.10971,0.105754,0.393932
0.686084,0.682248,0.105056,0.105725,0.393654
0.686624,0.68191,0.107166,0.105696,0.393371
0.687163,0.681573,0.106994,0.105669,0.393083
0.687702,0.681235,0.104877,0.105643,0.39279
0.688242,0.680898,0.105827,0.105619,0.39249
0.688781,0.68056,0.106144,0.105597,0.392182
0.68932,0.680222,0.107899,0.105577,0.391865
0.68986,0.679884,0.107088,0.10556,0.391539
0.690399,0.679545,0.104106,0.105546,0.391202
0.690939,0.679207,0.107831,0.105535,0.390853
0.691478,0.678868,0.107329,0.105527,0.390492
0.692017,0.678529,0.105473,0.105523,0.390118
0.692557,0.67819,0.102191,0.105523,0.389729
0.693096,0.677851,0.102961,0.105527,0.389326
0.693635,0.677512,0.102283,0.105534,0.38891
0.694175,0.677172,0.104674,0.105545,0.38848
0.694714,0.676832,0.102602,0.105559,0.388039
0.695253,0.676493,0.106228,0.105576,0.387587
0.695793,0.676153,0.108569,0.105595,0.387125
0.696332,0.675812,0.105966,0.105618,0.386654
0.696872,0.675472,0.105978,0.105643,0.386174
0.697411,0.675132,0.10707,0.105669,0.385687
0.69795,0.674791,0.106225,0.105698,0.385192
0.69849,0.67445,0.104186,0.105729,0.384692
0.699029,0.674109,0.10639,0.105761,0.384187
0.699569,0.673768,0.103859,0.105794,0.383678
0.700108,0.673427,0.104513,0.105828,0.383165
0.700647,0.673086,0.106159,0.105864,0.38265
0.701187,0.672744,0.10759,0.105899,0.382132
0.701726,0.672402,0.104463,0.105935,0.381614
0.702265,0.67206,0.10662,0.105972,0.381096
0.702805,0.671718,0.106357,0.106008,0.380578
0.703344,0.671376,0.106093,0.106044,0.380061
0.703883,0.671034,0.105412,0.106079,0.379547
0.704423,0.670691,0.106656,0.106114,0.379036
0.704962,0.670349,0.107072,0.106148,0.378528
0.705502,0.670006,0.10514,0.10618,0.378025
0.706041,0.669663,0.107821,0.106212,0.377527
0.70658,0.66932,0.105075,0.106241,0.377035
0.70712,0.668977,0.105774,0.106269,0.376549
0.707659,0.668633,0.105174,0.106295,0.376072
0.708198,0.668289,0.106813,0.106318,0.375602
0.708738,0.667946,0.106789,0.106339,0.375142
0.709277,0.667602,0.105557,0.106358,0.374691
0.709817,0.667258,0.10851,0.106373,0.374251
0.710356,0.666914,0.106133,0.106386,0.37382
0.710895,0.666569,0.106632,0.106396,0.3734
0.711435,0.666225,0.105107,0.106403,0.372988
0.711974,0.66588,0.105009,0.106408,0.372585
0.712514,0.665535,0.106738,0.106411,0.37219
0.713053,0.66519,0.107023,0.106411,0.371802
0.713592,0.664845,0.105987,0.106409,0.371422
0.714132,0.6645,0.10755,0.106406,0.371048
0.714671,0.664154,0.109853,0.106401,0.370681
0.71521,0.663809,0.105966,0.106394,0.370319
0.71575,0.663463,0.10959,0.106385,0.369963
0.716289,0.663117,0.104996,0.106376,0.369611
0.716828,0.662771,0.108268,0.106365,0.369264
0.717368,0.662425,0.105812,0.106352,0.368921
0.717907,0.662079,0.104468,0.106339,0.36858
0.718447,0.661732,0.104975,0.106325,0.368243
0.718986,0.661385,0.104117,0.106311,0.367908
0.719525,0.661039,0.106658,0.106295,0.367576
0.720065,0.660692,0.105566,0.10628,0.367244
0.720604,0.660345,0.105701,0.106263,0.366914
0.721143,0.659997,0.104333,0.106247,0.366584
0.721683,0.65965,0.106324,0.106231,0.366255
0.722222,0.659302,0.107387,0.106215,0.365925
0.722762,0.658955,0.106228,0.106199,0.365594
0.723301,0.658607,0.107471,0.106183,0.365263
0.72384,0.658259,0.110008,0.106167,0.364929
0.72438,0.657911,0.105036,0.106153,0.364594
0.724919,0.657562,0.107969,0.106139,0.364256
0.725458,0.657214,0.103424,0.106126,0.363915
0.725998,0.656865,0.107051,0.106114,0.363571
0.726537,0.656517,0.106737,0.106103,0.363222
0.727077,0.656168,0.105328,0.106093,0.36287
0.727616,0.655819,0.10345,0.106084,0.362513
0.728155,0.65547,0.105793,0.106077,0.362152
0.728695,0.65512,0.105618,0.106071,0.361787
0.729234,0.654771,0.106466,0.106066,0.361418
0.729773,0.654421,0.104601,0.106062,0.361046
0.730313,0.654072,0.103562,0.106059,0.36067
0.730852,0.653722,0.107327,0.106057,0.360291
0.731392,0.653372,0.105552,0.106056,0.359909
0.731931,0.653022,0.106574,0.106056,0.359523
0.73247,0.652671,0.106076,0.106057,0.359135
0.73301,0.652321,0.106605,0.106058,0.358744
0.733549,0.65197,0.104421,0.106061,0.358351
0.734088,0.651619,0.1032,0.106064,0.357955
0.734628,0.651268,0.10643,0.106067,0.357557
0.735167,0.650917,0.107215,0.106072,0.357156
0.735707,0.650566,0.108377,0.106077,0.356754
0.736246,0.650215,0.108414,0.106083,0.35635
0.736785,0.649863,0.10611,0.106089,0.355944
0.737325,0.649512,0.105889,0.106095,0.355537
0.737864,0.64916,0.107767,0.106102,0.355129
0.738403,0.648808,0.107217,0.10611,0.354719
0.738943,0.648456,0.106797,0.106118,0.354308
0.739482,0.648104,0.105855,0.106126,0.353896
0.740022,0.647752,0.106364,0.106134,0.353484
0.740561,0.647399,0.107085,0.106143,0.353071
0.7411,0.647047,0.107256,0.106151,0.352657
0.74164,0.646694,0.106028,0.10616,0.352243
0.742179,0.646341,0.104577,0.106169,0.351829
0.742718,0.645988,0.104285,0.106178,0.351415
0.743258,0.645635,0.106556,0.106187,0.351001
0.743797,0.645282,0.108474,0.106196,0.350587
0.744337,0.644928,0.107881,0.106205,0.350174
0.744876,0.644575,0.104533,0.106214,0.34976
0.745415,0.644221,0.104381,0.106223,0.349348
0.745955,0.643867,0.110953,0.106232,0.348936
0.746494,0.643513,0.107405,0.10624,0.348524
0.747033,0.643159,0.106701,0.106249,0.348113
0.747573,0.642805,0.104597,0.106257,0.347702
0.748112,0.642451,0.105999,0.106266,0.347291
0.748652,0.642096,0.105876,0.106274,0.346881
0.749191,0.641741,0.106556,0.106282,0.34647
0.74973,0.641387,0.104114,0.106291,0.34606
0.75027,0.641032,0.102988,0.106299,0.345651
0.750809,0.640677,0.106482,0.106307,0.345241
0.751348,0.640321,0.105668,0.106315,0.344831
0.751888,0.639966,0.105962,0.106324,0.344422
0.752427,0.639611,0.106651,0.106332,0.344013
0.752967,0.639255,0.104901,0.10634,0.343603
0.753506,0.638899,0.107875,0.106349,0.343194
0.754045,0.638544,0.105856,0.106357,0.342785
0.754585,0.638188,0.106524,0.106366,0.342375
0.755124,0.637832,0.10444,0.106374,0.341966
0.755663,0.637475,0.105742,0.106383,0.341556
0.756203,0.637119,0.10749,0.106391,0.341147
0.756742,0.636762,0.104914,0.1064,0.340737
0.757282,0.636406,0.104059,0.106409,0.340327
0.757821,0.636049,0.105273,0.106418,0.339917
0.75836,0.635692,0.106451,0.106427,0.339506
0.7589,0.635335,0.10814,0.106436,0.339095
0.759439,0.634978,0.110419,0.106446,0.338684
0.759978,0.63462,0.108022,0.106455,0.338273
0.760518,0.634263,0.104002,0.106465,0.337861
0.761057,0.633905,0.105559,0.106475,0.337449
0.761597,0.633548,0.106771,0.106485,0.337036
0.762136,0.63319,0.107873,0.106495,0.336623
0.762675,0.632832,0.105432,0.106506,0.33621
0.763215,0.632474,0.10596,0.106516,0.335796
0.763754,0.632116,0.103039,0.106527,0.335382
0.764293,0.631757,0.107303,0.106538,0.334967
0.764833,0.631399,0.110708,0.106549,0.334553
0.765372,0.63104,0.110291,0.10656,0.334139
0.765912,0.630682,0.104885,0.106571,0.333724
0.766451,0.630323,0.106767,0.106582,0.33331
0.76699,0.629964,0.108966,0.106593,0.332896
0.76753,0.629605,0.106985,0.106604,0.332483
0.768069,0.629245,0.108309,0.106615,0.332069
0.768608,0.628886,0.104298,0.106626,0.331657
0.769148,0.628527,0.107093,0.106636,0.331245
0.769687,0.628167,0.106118,0.106647,0.330834
0.770227,0.627807,0.106889,0.106657,0.330423
0.770766,0.627447,0.107031,0.106667,0.330014
0.771305,0.627087,0.109326,0.106677,0.329605
0.771845,0.626727,0.103765,0.106686,0.329198
0.772384,0.626367,0.105582,0.106695,0.328791
0.772923,0.626007,0.10309,0.106704,0.328386
0.773463,0.625646,0.107626,0.106712,0.327983
0.774002,0.625286,0.105088,0.10672,0.32758
0.774542,0.624925,0.108255,0.106728,0.327179
0.775081,0.624564,0.108855,0.106735,0.32678
0.77562,0.624203,0.105725,0.106741,0.326382
0.77616,0.623842,0.106313,0.106747,0.325987
0.776699,0.623481,0.109859,0.106753,0.325593
0.777238,0.623119,0.104335,0.106757,0.325201
0.777778,0.622758,0.107453,0.106762,0.324811
0.778317,0.622396,0.105563,0.106765,0.324423
0.778857,0.622035,0.10775,0.106768,0.324037
0.779396,0.621673,0.10976,0.10677,0.323653
0.779935,0.621311,0.108817,0.106772,0.323272
0.780475,0.620949,0.108344,0.106773,0.322893
0.781014,0.620587,0.104008,0.106773,0.322517
0.781553,0.620224,0.10471,0.106772,0.322143
0.782093,0.619862,0.10767,0.10677,0.321771
0.782632,0.6195,0.102564,0.106768,0.321401
0.783172,0.619137,0.105334,0.106765,0.321033
0.783711,0.618774,0.105137,0.106762,0.320668
0.78425,0.618411,0.104885,0.106758,0.320303
0.78479,0.618048,0.106648,0.106753,0.319941
0.785329,0.617685,0.105976,0.106749,0.31958
0.785868,0.617322,0.108074,0.106743,0.31922
0.786408,0.616958,0.108284,0.106738,0.318861
0.786947,0.616595,0.107454,0.106731,0.318504
0.787486,0.616232,0.106078,0.106725,0.318147
0.788026,0.615868,0.109323,0.106718,0.317792
0.788565,0.615504,0.107615,0.106712,0.317437
0.789105,0.61514,0.104696,0.106705,0.317082
0.789644,0.614776,0.109198,0.106697,0.316729
0.790183,0.614412,0.106686,0.10669,0.316375
0.790723,0.614048,0.107623,0.106683,0.316022
0.791262,0.613683,0.106705,0.106675,0.315669
0.791802,0.613319,0.104792,0.106668,0.315316
0.792341,0.612954,0.110494,0.106661,0.314963
0.79288,0.612589,0.103752,0.106653,0.314609
0.79342,0.612225,0.104453,0.106646,0.314256
0.793959,0.61186,0.104459,0.106639,0.313902
0.794498,0.611495,0.106446,0.106633,0.313547
0.795038,0.611129,0.106163,0.106626,0.313191
0.795577,0.610764,0.10783,0.10662,0.312835
0.796117,0.610399,0.106976,0.106614,0.312478
0.796656,0.610033,0.108632,0.106609,0.31212
0.797195,0.609668,0.107738,0.106604,0.311761
0.797735,0.609302,0.106884,0.106599,0.3114
0.798274,0.608936,0.106126,0.106595,0.311038
0.798813,0.60857,0.108751,0.106591,0.310675
0.799353,0.608204,0.105807,0.106588,0.31031
0.799892,0.607838,0.107076,0.106586,0.309943
0.800431,0.607472,0.106267,0.106584,0.309575
0.800971,0.607105,0.105181,0.106583,0.309206
0.80151,0.606739,0.108736,0.106582,0.308836
0.80205,0.606372,0.108757,0.106581,0.308465
0.802589,0.606005,0.106877,0.10658,0.308093
0.803128,0.605639,0.109419,0.10658,0.307721
0.803668,0.605272,0.107298,0.10658,0.307349
0.804207,0.604905,0.105824,0.10658,0.306976
0.804747,0.604538,0.108068,0.10658,0.306603
0.805286,0.60417,0.107199,0.10658,0.30623
0.805825,0.603803,0.105572,0.10658,0.305858
0.806365,0.603436,0.1044,0.10658,0.305486
0.806904,0.603068,0.10699,0.10658,0.305115
0.807443,0.6027,0.106214,0.10658,0.304744
0.807983,0.602333,0.105346,0.106579,0.304375
0.808522,0.601965,0.104927,0.106578,0.304006
0.809061,0.601597,0.104549,0.106576,0.303639
0.809601,0.601229,0.107188,0.106574,0.303273
0.81014,0.600861,0.105739,0.106572,0.302908
0.81068,0.600492,0.104616,0.106569,0.302546
0.811219,0.600124,0.105954,0.106565,0.302185
0.811758,0.599756,0.107537,0.106561,0.301826
0.812298,0.599387,0.105835,0.106556,0.301469
0.812837,0.599018,0.109743,0.10655,0.301115
0.813376,0.59865,0.105197,0.106544,0.300763
0.813916,0.598281,0.103604,0.106536,0.300414
0.814455,0.597912,0.10091,0.106528,0.300067
0.814995,0.597543,0.103732,0.106518,0.299724
0.815534,0.597173,0.104774,0.106507,0.299383
0.816073,0.596804,0.108804,0.106496,0.299046
0.816613,0.596435,0.106835,0.106483,0.298712
0.817152,0.596065,0.108797,0.106469,0.298382
0.817692,0.595696,0.105076,0.106453,0.298055
0.818231,0.595326,0.108685,0.106437,0.297732
0.81877,0.594956,0.106563,0.106418,0.297413
0.81931,0.594586,0.106615,0.106399,0.297097
0.819849,0.594216,0.105359,0.106379,0.296784
0.820388,0.593846,0.10633,0.106358,0.296474
0.820928,0.593476,0.106209,0.106336,0.296166
0.821467,0.593106,0.107705,0.106313,0.29586
0.822006,0.592736,0.106763,0.106289,0.295556
0.822546,0.592365,0.106842,0.106265,0.295253
0.823085,0.591995,0.107401,0.106241,0.294951
0.823625,0.591624,0.106492,0.106217,0.29465
0.824164,0.591253,0.10718,0.106192,0.294349
0.824703,0.590882,0.104981,0.106167,0.294048
0.825243,0.590512,0.108693,0.106143,0.293747
0.825782,0.59014,0.106962,0.106119,0.293445
0.826321,0.589769,0.107567,0.106095,0.293142
0.826861,0.589398,0.105015,0.106071,0.292838
0.8274,0.589027,0.108087,0.106048,0.292533
0.82794,0.588655,0.10696,0.106026,0.292225
0.828479,0.588284,0.106817,0.106004,0.291915
0.829018,0.587912,0.10609,0.105984,0.291603
0.829558,0.587541,0.105961,0.105964,0.291288
0.830097,0.587169,0.10516,0.105946,0.29097
0.830636,0.586797,0.107485,0.105929,0.290648
0.831176,0.586425,0.106136,0.105913,0.290323
0.831715,0.586053,0.10686,0.105899,0.289993
0.832255,0.585681,0.10453,0.105887,0.289659
0.832794,0.585309,0.107929,0.105876,0.28932
0.833333,0.584936,0.106251,0.105867,0.288976
0.833873,0.584564,0.104815,0.10586,0.288627
0.834412,0.584192,0.105632,0.105856,0.288272
0.834951,0.583819,0.103096,0.105853,0.287912
0.835491,0.583446,0.103166,0.105853,0.287545
0.83603,0.583074,0.105432,0.105855,0.287172
0.83657,0.582701,0.105923,0.10586,0.286791
0.837109,0.582328,0.107586,0.105868,0.286404
0.837648,0.581955,0.106611,0.105878,0.286009
0.838188,0.581582,0.106082,0.105891,0.285608
0.838727,0.581209,0.106725,0.105906,0.2852
0.839266,0.580835,0.104599,0.105924,0.284786
0.839806,0.580462,0.107376,0.105944,0.284366
0.840345,0.580088,0.106222,0.105966,0.283942
0.840885,0.579715,0.105612,0.10599,0.283513
0.841424,0.579341,0.103117,0.106015,0.28308
0.841963,0.578968,0.108388,0.106042,0.282643
0.842503,0.578594,0.108146,0.10607,0.282203
0.843042,0.57822,0.104731,0.1061,0.28176
0.843581,0.577846,0.105501,0.10613,0.281315
0.844121,0.577472,0.106191,0.106161,0.280868
0.84466,0.577098,0.104365,0.106193,0.28042
0.8452,0.576724,0.106507,0.106226,0.279971
0.845739,0.57635,0.107089,0.106259,0.279521
0.846278,0.575975,0.10537,0.106292,0.279072
0.846818,0.575601,0.104475,0.106324,0.278622
0.847357,0.575226,0.106627,0.106357,0.278174
0.847896,0.574852,0.106122,0.10639,0.277727
0.848436,0.574477,0.105432,0.106422,0.277282
0.848975,0.574102,0.105345,0.106453,0.276838
0.849515,0.573727,0.103906,0.106484,0.276398
0.850054,0.573352,0.106514,0.106513,0.27596
0.850593,0.572977,0.104688,0.106542,0.275525
0.851133,0.572602,0.10631,0.106569,0.275095
0.851672,0.572227,0.105627,0.106595,0.274669
0.852211,0.571852,0.104869,0.106619,0.274247
0.852751,0.571477,0.107769,0.106641,0.27383
0.85329,0.571101,0.106236,0.106661,0.273418
0.85383,0.570726,0.108055,0.106679,0.273013
0.854369,0.57035,0.107852,0.106695,0.272613
0.854908,0.569975,0.107083,0.106708,0.27222
0.855448,0.569599,0.108833,0.106719,0.271834
0.855987,0.569223,0.108081,0.106727,0.271456
0.856526,0.568847,0.110142,0.106732,0.271085
0.857066,0.568471,0.109959,0.106733,0.270722
0.857605,0.568095,0.105224,0.106732,0.270368
0.858145,0.567719,0.10509,0.106728,0.27002
0.858684,0.567343,0.106799,0.106721,0.26968
0.859223,0.566967,0.107889,0.106711,0.269346
0.859763,0.566591,0.106259,0.1067,0.269019
0.860302,0.566214,0.105036,0.106685,0.268697
0.860841,0.565838,0.107834,0.106669,0.268381
0.861381,0.565461,0.109493,0.106651,0.268069
0.86192,0.565085,0.106336,0.106631,0.267762
0.86246,0.564708,0.108137,0.10661,0.267458
0.862999,0.564331,0.10649,0.106587,0.267159
0.863538,0.563954,0.104908,0.106563,0.266862
0.864078,0.563578,0.10698,0.106538,0.266568
0.864617,0.563201,0.104168,0.106513,0.266276
0.865156,0.562824,0.103852,0.106486,0.265986
0.865696,0.562447,0.107457,0.106459,0.265698
0.866235,0.562069,0.107935,0.106431,0.26541
0.866775,0.561692,0.105885,0.106404,0.265123
0.867314,0.561315,0.107941,0.106376,0.264836
0.867853,0.560937,0.105459,0.106348,0.264549
0.868393,0.56056,0.105376,0.106321,0.264261
0.868932,0.560183,0.104534,0.106294,0.263973
0.869471,0.559805,0.10616,0.106267,0.263682
0.870011,0.559427,0.10525,0.106242,0.26339
0.87055,0.55905,0.1062,0.106217,0.263095
0.87109,0.558672,0.106943,0.106194,0.262798
0.871629,0.558294,0.106375,0.106171,0.262497
0.872168,0.557916,0.104138,0.106151,0.262193
0.872708,0.557538,0.108058,0.106132,0.261885
0.873247,0.55716,0.108479,0.106114,0.261573
0.873786,0.556782,0.105475,0.106099,0.261256
0.874326,0.556404,0.106124,0.106086,0.260934
0.874865,0.556026,0.106401,0.106075,0.260606
0.875405,0.555647,0.107552,0.106066,0.260272
0.875944,0.555269,0.106442,0.106061,0.259932
0.876483,0.554891,0.103612,0.106057,0.259585
0.877023,0.554512,0.105783,0.106057,0.259232
0.877562,0.554134,0.104887,0.10606,0.258871
0.878101,0.553755,0.104866,0.106066,0.258504
0.878641,0.553376,0.107834,0.106074,0.25813
0.87918,0.552998,0.106427,0.106085,0.257751
0.879719,0.552619,0.105684,0.106098,0.257366
0.880259,0.55224,0.106178,0.106113,0.256976
0.880798,0.551861,0.108531,0.106131,0.256582
0.881338,0.551482,0.108406,0.10615,0.256182
0.881877,0.551103,0.10642,0.106172,0.255778
0.882416,0.550724,0.104932,0.106195,0.255371
0.882956,0.550345,0.107331,0.10622,0.254959
0.883495,0.549966,0.105773,0.106246,0.254545
0.884035,0.549586,0.106501,0.106274,0.254128
0.884574,0.549207,0.105614,0.106303,0.253708
0.885113,0.548828,0.107685,0.106333,0.253285
0.885653,0.548448,0.102247,0.106364,0.252861
0.886192,0.548069,0.105541,0.106397,0.252435
0.886731,0.547689,0.106365,0.106429,0.252007
0.887271,0.54731,0.105263,0.106463,0.251579
0.88781,0.54693,0.106417,0.106497,0.25115
0.88835,0.54655,0.109112,0.106532,0.25072
0.888889,0.54617,0.107458,0.106566,0.25029
0.889428,0.54579,0.106217,0.106601,0.24986
0.889968,0.545411,0.108153,0.106636,0.24943
0.890507,0.545031,0.106796,0.106671,0.249001
0.891046,0.544651,0.102488,0.106706,0.248574
0.891586,0.544271,0.105523,0.10674,0.248147
0.892125,0.54389,0.106924,0.106774,0.247722
0.892664,0.54351,0.104625,0.106807,0.247299
0.893204,0.54313,0.107771,0.10684,0.246878
0.893743,0.54275,0.107678,0.106871,0.246459
0.894283,0.542369,0.108563,0.106902,0.246043
0.894822,0.541989,0.107394,0.106932,0.24563
0.895361,0.541609,0.105079,0.10696,0.245221
0.895901,0.541228,0.107764,0.106987,0.244814
0.89644,0.540848,0.10822,0.107013,0.244412
0.89698,0.540467,0.106483,0.107037,0.244013
0.897519,0.540087,0.10834,0.107059,0.243619
0.898058,0.539706,0.106161,0.10708,0.243228
0.898598,0.539325,0.107401,0.107099,0.242842
0.899137,0.538944,0.10608,0.107116,0.242459
0.899676,0.538563,0.104981,0.107132,0.242081
0.900216,0.538182,0.108509,0.107147,0.241705
0.900755,0.537802,0.107267,0.10716,0.241334
0.901294,0.537421,0.1056,0.107172,0.240966
0.901834,0.53704,0.108438,0.107182,0.240601
0.902373,0.536659,0.10947,0.107191,0.24024
0.902913,0.536277,0.107294,0.107199,0.239881
0.903452,0.535896,0.108873,0.107205,0.239526
0.903991,0.535515,0.1065,0.10721,0.239174
0.904531,0.535134,0.106832,0.107214,0.238825
0.90507,0.534752,0.108571,0.107217,0.238478
0.905609,0.534371,0.105239,0.107219,0.238135
0.906149,0.53399,0.10769,0.107219,0.237793
0.906688,0.533608,0.106814,0.107219,0.237455
0.907228,0.533227,0.108391,0.107217,0.237119
0.907767,0.532845,0.107874,0.107215,0.236785
0.908306,0.532464,0.1056,0.107211,0.236454
0.908846,0.532082,0.107806,0.107207,0.236125
0.909385,0.5317,0.111031,0.107202,0.235798
0.909925,0.531319,0.108812,0.107196,0.235473
0.910464,0.530937,0.107288,0.107189,0.23515
0.911003,0.530555,0.106104,0.107181,0.234828
0.911543,0.530174,0.107691,0.107172,0.234509
0.912082,0.529792,0.108405,0.107163,0.234191
0.912621,0.52941,0.104561,0.107154,0.233875
0.913161,0.529028,0.105834,0.107143,0.233561
0.9137,0.528646,0.104593,0.107132,0.233248
0.914239,0.528264,0.104099,0.10712,0.232936
0.914779,0.527882,0.105499,0.107108,0.232626
0.915318,0.5275,0.106196,0.107096,0.232316
0.915858,0.527117,0.107503,0.107082,0.232008
0.916397,0.526735,0.107211,0.107069,0.231701
0.916936,0.526353,0.107264,0.107055,0.231395
0.917476,0.525971,0.108398,0.107041,0.23109
0.918015,0.525589,0.105734,0.107026,0.230786
0.918554,0.525206,0.1071,0.107011,0.230482
0.919094,0.524824,0.109247,0.106996,0.230179
0.919633,0.524441,0.107116,0.106981,0.229877
0.920173,0.524059,0.107475,0.106965,0.229575
0.920712,0.523677,0.108741,0.106949,0.229274
0.921251,0.523294,0.108628,0.106933,0.228973
0.921791,0.522911,0.107116,0.106917,0.228673
0.92233,0.522529,0.106986,0.106901,0.228373
0.922869,0.522146,0.104862,0.106885,0.228074
0.923409,0.521764,0.107318,0.106868,0.227775
0.923948,0.521381,0.108816,0.106852,0.227476
0.924488,0.520998,0.109361,0.106835,0.227177
0.925027,0.520615,0.10731,0.106819,0.226878
0.925566,0.520233,0.106696,0.106803,0.22658
0.926106,0.51985,0.103079,0.106786,0.226281
0.926645,0.519467,0.106156,0.10677,0.225982
0.927184,0.519084,0.104658,0.106754,0.225683
0.927724,0.518701,0.109286,0.106738,0.225384
0.928263,0.518318,0.106561,0.106722,0.225085
