0,0.96299,2,1,0.082918
0.000539,0.962973,2,0.770992,0.107544
0.001079,0.962922,2,0.583518,0.142081
0.001618,0.962837,1.120975,0.433621,0.191162
0.002157,0.962719,0.519082,0.317342,0.261143
0.002697,0.962568,0.237759,0.230723,0.359071
0.003236,0.962385,0.250791,0.169804,0.487705
0.003776,0.962169,0.201433,0.130627,0.63369
0.004315,0.961922,0.147336,0.109234,0.757408
